,job_title,company,description
10, 125080: Cloud Architect - Operations Designer(15+ Years) ," Key Business Solutions, Inc. ","125080: Cloud Architect - Operations Designer(15+ Years) Remote 12 Months  Repost of 124872. Please do not resubmit candidates who were previously rejected after client review. They will be rejected again.  Top Skills & Years of Experience:  Minimum 15 years of overall experience Senior Cloud Security Professional with 15+ years of experience with AWS and Azure and Application/Network Security. Hands-on manager with AWS, Azure, Google Cloud Platform security (Data Pipeline, Engineering, Networki125080: Cloud Architect - Operations Designer(15+ Years) Remote 12 Months  Repost of 124872. Please do not resubmit candidates who were previously rejected after client review. They will be rejected again.  Top Skills & Years of Experience:  Minimum 15 years of overall experience Senior Cloud Security Professional with 15+ years of experience with AWS and Azure and Application/Network Security. Hands-on manager with AWS, Azure, Google Cloud Platform security (Data Pipeline, Engineering, Networki125080: Cloud Architect - Operations Designer(15+ Years) Remote 12 Months  Repost of 124872. Please do not resubmit candidates who were previously rejected after client review. They will be rejected again.  Top Skills & Years of Experience:  Minimum 15 years of overall experience Senior Cloud Security Professional with 15+ years of experience with AWS and Azure and Application/Network Security. Hands-on manager with AWS, Azure, Google Cloud Platform security (Data Pipeline, Engineering, Networki"
11, AI/ML Engineer - NLP Specialist , Talent Group ,"We are seeking a highly skilled AI/ML Engineer with a strong background in Natural Language Processing (NLP) and a proven track record in high-value analytic work or solution building. The ideal candidate will have a degree or above in Computer Science, Systems Engineering, Applied Mathematics/Statistics, Operations Research, or a related physical science/engineering field. Key Qualifications: NLP Expertise: Proven experience in Natural Language Processing, with expertise in designing and refiniWe are seeking a highly skilled AI/ML Engineer with a strong background in Natural Language Processing (NLP) and a proven track record in high-value analytic work or solution building. The ideal candidate will have a degree or above in Computer Science, Systems Engineering, Applied Mathematics/Statistics, Operations Research, or a related physical science/engineering field. Key Qualifications: NLP Expertise: Proven experience in Natural Language Processing, with expertise in designing and refiniWe are seeking a highly skilled AI/ML Engineer with a strong background in Natural Language Processing (NLP) and a proven track record in high-value analytic work or solution building. The ideal candidate will have a degree or above in Computer Science, Systems Engineering, Applied Mathematics/Statistics, Operations Research, or a related physical science/engineering field. Key Qualifications: NLP Expertise: Proven experience in Natural Language Processing, with expertise in designing and refini"
12, AI/ML IT Project Manager ," Electronic Consulting Services, Inc (ECS Federal) ","ECS is seeking an  AI/ML IT Project Manager to work  remote . Please Note:  This position is contingent upon additional funding. Job Description: ECS is seeking an experienced AI/ML IT Project Manager to support a rapidly growing Data Analytics and Business Intelligence platform focused on providing data solutions that empower our Federal customers. In this role, you will be guiding a cross-functional team (composed of data scientists, data architects, data engineers, and functional staff) to prECS is seeking an  AI/ML IT Project Manager to work  remote . Please Note:  This position is contingent upon additional funding. Job Description: ECS is seeking an experienced AI/ML IT Project Manager to support a rapidly growing Data Analytics and Business Intelligence platform focused on providing data solutions that empower our Federal customers. In this role, you will be guiding a cross-functional team (composed of data scientists, data architects, data engineers, and functional staff) to prECS is seeking an  AI/ML IT Project Manager to work  remote . Please Note:  This position is contingent upon additional funding. Job Description: ECS is seeking an experienced AI/ML IT Project Manager to support a rapidly growing Data Analytics and Business Intelligence platform focused on providing data solutions that empower our Federal customers. In this role, you will be guiding a cross-functional team (composed of data scientists, data architects, data engineers, and functional staff) to pr"
13, ALIP SME , Incorporan Inc ,"Role: ALIP SME Location: Minneapolis, Minnesota 55416  Job Description Experience level required (Years): 10+ years Mandatory required skills: Java, SQL server Preferred/Desired skills: ALIP knowledge, ADF Must have in depth knowledge in ALIP productExperienced in Java, SQL ServerMust have a good communication skills"
14, ASSOCIATE TECH SPECIALIST , Amaze Systems Inc ,"Position: Associate Tech Specialist  Location: Remote  Duration: Long Term JOB DESCRIPTION: DBA with PING Directory Admin  Resource having experience on Ping identity LDAP Design, Install, configure and maintain Cassandra, Oracle (RAC) RDBMS, RDS & GoldenGate, PostgreSQL  and SQL Server database clusters  Configure, maintain and upgrade LDAP (PingDirectory and ForgeRock)  create and maintain documentation for Database cluster configurations, patching and upgrade tasks for above.  Design and deve"
15, AWS Cloud Architect , Software Technology Inc ,"Role: Cloud Architect  Position:This is a fully remote position - must be located in the US  Duration: Long Term  Local or non-local may apply  With Direct Client Top Skills & Years of Experience: Minimum 15 years of overall experience Senior Cloud Security Professional with 15+ years of experience with AWS and Azure and Application/Network Security. Hands-on manager with AWS, Azure, Google Cloud Platform security (Data Pipeline, Engineering, Networking, IoT &DevSecOps). Information Assurance anRole: Cloud Architect  Position:This is a fully remote position - must be located in the US  Duration: Long Term  Local or non-local may apply  With Direct Client Top Skills & Years of Experience: Minimum 15 years of overall experience Senior Cloud Security Professional with 15+ years of experience with AWS and Azure and Application/Network Security. Hands-on manager with AWS, Azure, Google Cloud Platform security (Data Pipeline, Engineering, Networking, IoT &DevSecOps). Information Assurance anRole: Cloud Architect  Position:This is a fully remote position - must be located in the US  Duration: Long Term  Local or non-local may apply  With Direct Client Top Skills & Years of Experience: Minimum 15 years of overall experience Senior Cloud Security Professional with 15+ years of experience with AWS and Azure and Application/Network Security. Hands-on manager with AWS, Azure, Google Cloud Platform security (Data Pipeline, Engineering, Networking, IoT &DevSecOps). Information Assurance an"
16, AWS Data Architect ONLY W2 , Kasmo Inc. ,"JD: - B.S. in Computer Science, Information Systems, or related major or equivalent IS / business experience. 10+ years experience designing, implementing data persistence and processing solutions or Masters Degree with 8 years of experience - AWS Cloud Based Technologies for Data Processing and Persistence (DynamoDB, S3, Aurora, Kinesis, SQS,SNS, Lambda, Fargate, Glue) Snowflake and other business intelligence experience required. - Ability to design and communicate solutions to meet business aJD: - B.S. in Computer Science, Information Systems, or related major or equivalent IS / business experience. 10+ years experience designing, implementing data persistence and processing solutions or Masters Degree with 8 years of experience - AWS Cloud Based Technologies for Data Processing and Persistence (DynamoDB, S3, Aurora, Kinesis, SQS,SNS, Lambda, Fargate, Glue) Snowflake and other business intelligence experience required. - Ability to design and communicate solutions to meet business aJD: - B.S. in Computer Science, Information Systems, or related major or equivalent IS / business experience. 10+ years experience designing, implementing data persistence and processing solutions or Masters Degree with 8 years of experience - AWS Cloud Based Technologies for Data Processing and Persistence (DynamoDB, S3, Aurora, Kinesis, SQS,SNS, Lambda, Fargate, Glue) Snowflake and other business intelligence experience required. - Ability to design and communicate solutions to meet business a"
17, AWS Data Engineer (10 +Years only) , Extend Information Systems ,"Hi jobseekers, I hope you are doing well! We have an opportunity ""AWS Data Engineer"" with one of our clients for Reston, VA (Once in a Month)  Please see the job details below and let me know if you would be interested in this role. If interested, please send me a copy of your resume, contact details and a good time to connect with you. Roll: AWS Data Engineer  Project Location: Reston, VA (Once in a Month)  Employment Type : FTE/ Contract Job Description:  Please Submit only 10+yrs Profile MustHi jobseekers, I hope you are doing well! We have an opportunity ""AWS Data Engineer"" with one of our clients for Reston, VA (Once in a Month)  Please see the job details below and let me know if you would be interested in this role. If interested, please send me a copy of your resume, contact details and a good time to connect with you. Roll: AWS Data Engineer  Project Location: Reston, VA (Once in a Month)  Employment Type : FTE/ Contract Job Description:  Please Submit only 10+yrs Profile MustHi jobseekers, I hope you are doing well! We have an opportunity ""AWS Data Engineer"" with one of our clients for Reston, VA (Once in a Month)  Please see the job details below and let me know if you would be interested in this role. If interested, please send me a copy of your resume, contact details and a good time to connect with you. Roll: AWS Data Engineer  Project Location: Reston, VA (Once in a Month)  Employment Type : FTE/ Contract Job Description:  Please Submit only 10+yrs Profile MustHi jobseekers, I hope you are doing well! We have an opportunity ""AWS Data Engineer"" with one of our clients for Reston, VA (Once in a Month)  Please see the job details below and let me know if you would be interested in this role. If interested, please send me a copy of your resume, contact details and a good time to connect with you. Roll: AWS Data Engineer  Project Location: Reston, VA (Once in a Month)  Employment Type : FTE/ Contract Job Description:  Please Submit only 10+yrs Profile Must"
18, Accounting Associate , High Bridge Consulting ,"Our client, a leading payment solution firm is looking to hire anAccounting Associate  Summary of This Role: Performs duties necessary for preparing bills, invoices, statements, and vouchers for payment. Monitor the operation of systems to ensure the accuracy of billing information entered into the system and effective delivery of billing information to customers. Reconciles bills, checks balances, follows up on discrepancies. Assist with developing solutions to billing problems and testing the Our client, a leading payment solution firm is looking to hire anAccounting Associate  Summary of This Role: Performs duties necessary for preparing bills, invoices, statements, and vouchers for payment. Monitor the operation of systems to ensure the accuracy of billing information entered into the system and effective delivery of billing information to customers. Reconciles bills, checks balances, follows up on discrepancies. Assist with developing solutions to billing problems and testing the Our client, a leading payment solution firm is looking to hire anAccounting Associate  Summary of This Role: Performs duties necessary for preparing bills, invoices, statements, and vouchers for payment. Monitor the operation of systems to ensure the accuracy of billing information entered into the system and effective delivery of billing information to customers. Reconciles bills, checks balances, follows up on discrepancies. Assist with developing solutions to billing problems and testing the "
19, Actimize Developer (W2 only) , Saksoft ,"Need 2 references with name, number, email, title and company for submission This is an W2 role so if interested please let me know the rate you are looking on W2  Position: Actimize Developer Duration: 12+ months  contract Location: LAKE MARY, FL (Remote)  JOB DESCRIPTION  SKILLS NEEDED : Actimize Development, Actimize RCM configuration, Unix/Linux platforms and scripting, Database design, creation and management of schemas, writing of stored procedures, Functions, DDL, DML, SQL queries Actimiz"
20, Adobe Campaign Team Lead and Architect , SGS Consulting ,"Role: Adobe Campaign Team Lead and Architect Location: Hoboken, NJ 07030-5774, San Francisco, CA 94105, Denver, CO 80202, Maitland, FL 32751,  Oak Brook, IL 60523, Indianapolis, IN 46240, Medford, MA 02155, Minneapolis, MN 55426, Waco, TX 76710 Duration: Fulltime permanent Required Technical Skill Set** Adobe Campaign Classic8 complete features hands on experiences.SQL,HTML5,CSS,Javascripts.Adobe Campaign, Integration with AEM, Analytics, AEP, Target.Marketing campaign functionality expertDesireRole: Adobe Campaign Team Lead and Architect Location: Hoboken, NJ 07030-5774, San Francisco, CA 94105, Denver, CO 80202, Maitland, FL 32751,  Oak Brook, IL 60523, Indianapolis, IN 46240, Medford, MA 02155, Minneapolis, MN 55426, Waco, TX 76710 Duration: Fulltime permanent Required Technical Skill Set** Adobe Campaign Classic8 complete features hands on experiences.SQL,HTML5,CSS,Javascripts.Adobe Campaign, Integration with AEM, Analytics, AEP, Target.Marketing campaign functionality expertDesireRole: Adobe Campaign Team Lead and Architect Location: Hoboken, NJ 07030-5774, San Francisco, CA 94105, Denver, CO 80202, Maitland, FL 32751,  Oak Brook, IL 60523, Indianapolis, IN 46240, Medford, MA 02155, Minneapolis, MN 55426, Waco, TX 76710 Duration: Fulltime permanent Required Technical Skill Set** Adobe Campaign Classic8 complete features hands on experiences.SQL,HTML5,CSS,Javascripts.Adobe Campaign, Integration with AEM, Analytics, AEP, Target.Marketing campaign functionality expertDesireRole: Adobe Campaign Team Lead and Architect Location: Hoboken, NJ 07030-5774, San Francisco, CA 94105, Denver, CO 80202, Maitland, FL 32751,  Oak Brook, IL 60523, Indianapolis, IN 46240, Medford, MA 02155, Minneapolis, MN 55426, Waco, TX 76710 Duration: Fulltime permanent Required Technical Skill Set** Adobe Campaign Classic8 complete features hands on experiences.SQL,HTML5,CSS,Javascripts.Adobe Campaign, Integration with AEM, Analytics, AEP, Target.Marketing campaign functionality expertDesire"
21, Advisor Programmer Analyst - wmA/Vantage-One , DXC Technology Services LLC ,"DXC Technology (NYSE: DXC) helps global companies run their mission critical systems and operations while modernizing IT, optimizing data architectures, and ensuring security and scalability across public, private and hybrid clouds. The worlds largest companies and public sector organizations trust DXC to deploy services across the Enterprise Technology Stack to drive new levels of performance, competitiveness, and customer experience. Learn more about how we deliver excellence for our customersDXC Technology (NYSE: DXC) helps global companies run their mission critical systems and operations while modernizing IT, optimizing data architectures, and ensuring security and scalability across public, private and hybrid clouds. The worlds largest companies and public sector organizations trust DXC to deploy services across the Enterprise Technology Stack to drive new levels of performance, competitiveness, and customer experience. Learn more about how we deliver excellence for our customersDXC Technology (NYSE: DXC) helps global companies run their mission critical systems and operations while modernizing IT, optimizing data architectures, and ensuring security and scalability across public, private and hybrid clouds. The worlds largest companies and public sector organizations trust DXC to deploy services across the Enterprise Technology Stack to drive new levels of performance, competitiveness, and customer experience. Learn more about how we deliver excellence for our customers"
22, Analytics Developer - Tableau , Prodware Solutions ,"Salesforce CRM Analytics (Tableau CRM) Lead Developer will be responsible for designing and developing CRM Analytics dashboards and processes. As the primary developer, you will collaborate with the Business and IT stakeholders to gather requirements and translate them into visualizations. Additionally, you will be responsible for the maintenance and enhancement of existing visualizations. * Able to Identify Trends, patterns, and insights that can help improve customer behavior, satisfaction, anSalesforce CRM Analytics (Tableau CRM) Lead Developer will be responsible for designing and developing CRM Analytics dashboards and processes. As the primary developer, you will collaborate with the Business and IT stakeholders to gather requirements and translate them into visualizations. Additionally, you will be responsible for the maintenance and enhancement of existing visualizations. * Able to Identify Trends, patterns, and insights that can help improve customer behavior, satisfaction, anSalesforce CRM Analytics (Tableau CRM) Lead Developer will be responsible for designing and developing CRM Analytics dashboards and processes. As the primary developer, you will collaborate with the Business and IT stakeholders to gather requirements and translate them into visualizations. Additionally, you will be responsible for the maintenance and enhancement of existing visualizations. * Able to Identify Trends, patterns, and insights that can help improve customer behavior, satisfaction, anSalesforce CRM Analytics (Tableau CRM) Lead Developer will be responsible for designing and developing CRM Analytics dashboards and processes. As the primary developer, you will collaborate with the Business and IT stakeholders to gather requirements and translate them into visualizations. Additionally, you will be responsible for the maintenance and enhancement of existing visualizations. * Able to Identify Trends, patterns, and insights that can help improve customer behavior, satisfaction, an"
23, Analytics Engineering Director , Ultimate Medical Academy ,"Key Responsibilities: Functional: Build UMAs Analytics Engineering practice to support Artificial Intelligence, Machine Learning, and related advanced analytics initiatives.Guide definition and implementation of Analytics Engineering capabilities for UMAs advanced analytics initiatives. This includes tools, standards, pipelines, platforms, operations, model performance tuning, and automations.Partner with UMA departments and Business Insights groups to identify analytics opportunities and drive Key Responsibilities: Functional: Build UMAs Analytics Engineering practice to support Artificial Intelligence, Machine Learning, and related advanced analytics initiatives.Guide definition and implementation of Analytics Engineering capabilities for UMAs advanced analytics initiatives. This includes tools, standards, pipelines, platforms, operations, model performance tuning, and automations.Partner with UMA departments and Business Insights groups to identify analytics opportunities and drive Key Responsibilities: Functional: Build UMAs Analytics Engineering practice to support Artificial Intelligence, Machine Learning, and related advanced analytics initiatives.Guide definition and implementation of Analytics Engineering capabilities for UMAs advanced analytics initiatives. This includes tools, standards, pipelines, platforms, operations, model performance tuning, and automations.Partner with UMA departments and Business Insights groups to identify analytics opportunities and drive "
24, Apache Solr / Elastic Search , Savi Technologies ,"Hi team, Title: Apache Solr / Elastic Search Location: Remote Job Description 5+ years experience working with Apache Lucene (SOLR and/or Elastic Search) and its complimentary components  3 years experience implementing SOLR builds of indexes, shards, and refined searches across semi-structured data sets to include architectural scaling  3 years experience with infrastructure including Red Hat, MySQL, clustering, Perl, Java, and shell scripting  3 years experience in data analytics, algorithms, Hi team, Title: Apache Solr / Elastic Search Location: Remote Job Description 5+ years experience working with Apache Lucene (SOLR and/or Elastic Search) and its complimentary components  3 years experience implementing SOLR builds of indexes, shards, and refined searches across semi-structured data sets to include architectural scaling  3 years experience with infrastructure including Red Hat, MySQL, clustering, Perl, Java, and shell scripting  3 years experience in data analytics, algorithms, Hi team, Title: Apache Solr / Elastic Search Location: Remote Job Description 5+ years experience working with Apache Lucene (SOLR and/or Elastic Search) and its complimentary components  3 years experience implementing SOLR builds of indexes, shards, and refined searches across semi-structured data sets to include architectural scaling  3 years experience with infrastructure including Red Hat, MySQL, clustering, Perl, Java, and shell scripting  3 years experience in data analytics, algorithms, "
25, Appian Consultant , K-Tek Resourcing LLC ,Role:Appian Consultant Location:Remote Duration:Full Time  JobDescription: Who are we looking for? AppianLead Technical Skills:  8+ years ofAppianDevelopment Experience - should have done complete end-to-end implementation for 6+projects  Excellent knowledge inAppiancoding best practices and standards.  Good Understanding of Performance parameters and performance improvements ofAppianApplications  Excellent in handling Integration with 3rd party systems.  Experience handling projects independent
26, Application Integration Engineer , ARMO Consultants ,"Design end-to-end big data platforms ensuring the optimum use of various technology stacks for ingestion, staging, transformation, processing and visualizationDefine and lead strategy discussionsUnderstand and translate business needs and data characteristics into optimal conceptual and technical architecturesIdentify, design, and implement process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.Design the infrastructuDesign end-to-end big data platforms ensuring the optimum use of various technology stacks for ingestion, staging, transformation, processing and visualizationDefine and lead strategy discussionsUnderstand and translate business needs and data characteristics into optimal conceptual and technical architecturesIdentify, design, and implement process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.Design the infrastructuDesign end-to-end big data platforms ensuring the optimum use of various technology stacks for ingestion, staging, transformation, processing and visualizationDefine and lead strategy discussionsUnderstand and translate business needs and data characteristics into optimal conceptual and technical architecturesIdentify, design, and implement process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.Design the infrastructuDesign end-to-end big data platforms ensuring the optimum use of various technology stacks for ingestion, staging, transformation, processing and visualizationDefine and lead strategy discussionsUnderstand and translate business needs and data characteristics into optimal conceptual and technical architecturesIdentify, design, and implement process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.Design the infrastructu"
27, Application Reviewer/ACP Lifeline ," Maximus, Inc. ",Job Introduction Maximus is currently looking for a Remote Affordable Connectivity Plan/Life Line Reviewer. The Affordable Connectivity Plan/Lifeline (ACP) Reviewer will review and process ACP applications and supporting documentation in order to determine eligibility for ACP funding commitments based on the USAC Program procedures and guidelines. This program is offering a work shift between 1:00-9:30 pm EST - 7 days a week. Must be able to work an 8-hour shift between those hours to potentiallJob Introduction Maximus is currently looking for a Remote Affordable Connectivity Plan/Life Line Reviewer. The Affordable Connectivity Plan/Lifeline (ACP) Reviewer will review and process ACP applications and supporting documentation in order to determine eligibility for ACP funding commitments based on the USAC Program procedures and guidelines. This program is offering a work shift between 1:00-9:30 pm EST - 7 days a week. Must be able to work an 8-hour shift between those hours to potentiallJob Introduction Maximus is currently looking for a Remote Affordable Connectivity Plan/Life Line Reviewer. The Affordable Connectivity Plan/Lifeline (ACP) Reviewer will review and process ACP applications and supporting documentation in order to determine eligibility for ACP funding commitments based on the USAC Program procedures and guidelines. This program is offering a work shift between 1:00-9:30 pm EST - 7 days a week. Must be able to work an 8-hour shift between those hours to potentiall
28, Application Vulnerability Engineer (Remote) , First Citizens Bank ,"Overview  The Application Vulnerability Engineer will be co-responsible for the creation and ownership of a Vulnerability Remediation Program supporting all of the Business Services Technology (BST) organization. The program will include but is not limited to management/ownership of all BST vulnerabilities, identification through remediation. The vulnerabilities will be identified by the enterprise Security team.  A remote work arrangement can be made for this role. Responsibilities  Monitoring "
